transaction_id,base_amount,fx_rate,amount_usd,merchant_name,idempotency_key,transaction_ts,is_corrupt
TX-0000533,277.9,1.0,277.9,Sao Mart,IDEMP-000533,2025-01-06T13:00:00Z,0
TX-0000534,31.86,1.1,35.05,Nino Store,IDEMP-000534,2025-01-06T13:15:00Z,0
TX-0000535,130.53,1.1,143.58,Sao Mart,IDEMP-000535,2025-01-06T13:30:00Z,0
TX-0000536,231.79,1.25,289.74,Cafe Central,IDEMP-000536,2025-01-06T13:45:00Z,0
TX-0000537,385.98,1.1,424.58,Cafe Central,IDEMP-000537,2025-01-06T14:00:00Z,0
TX-0000538,147.64,0.9,132.88,Muller GmbH,IDEMP-000538,2025-01-06T14:15:00Z,0
TX-0000539,89.43,1.0,89.43,Nino Store,IDEMP-000539,2025-01-06T14:30:00Z,0
TX-0000540,46.33,1.0,92.66,Cafe Central,IDEMP-000540,2025-01-06T14:45:00Z,1
TX-0000541,426.97,1.1,469.67,Sao Mart,IDEMP-000541,2025-01-06T15:00:00Z,0
TX-0000542,387.44,1.0,387.44,Sao Mart,IDEMP-000542,2025-01-06T15:15:00Z,0
TX-0000543,120.8,1.0,120.8,Cafe Central,IDEMP-000543,2025-01-06T15:30:00Z,0
TX-0000544,206.73,1.25,258.41,Muller GmbH,IDEMP-000544,2025-01-06T15:45:00Z,0
TX-0000545,217.68,1.25,272.1,Cafe Central,IDEMP-000545,2025-01-06T16:00:00Z,0
TX-0000546,392.33,1.0,588.5,Sao Mart,IDEMP-000546,2025-01-06T16:15:00Z,1
TX-0000547,186.02,1.25,232.52,Sao Mart,IDEMP-000547,2025-01-06T16:30:00Z,0
TX-0000548,116.44,1.0,116.44,Nino Store,IDEMP-000548,2025-01-06T16:45:00Z,0
TX-0000549,463.39,1.25,579.24,Muller GmbH,IDEMP-000549,2025-01-06T17:00:00Z,0
TX-0000550,263.0,1.0,263.0,SÃ£o Mart,IDEMP-000550,2025-01-06T17:15:00Z,0
TX-0000551,254.57,0.9,229.11,Cafe Central,IDEMP-000551,2025-01-06T17:30:00Z,0
TX-0000552,380.01,1.25,475.01,Sao Mart,IDEMP-000552,2025-01-06T17:45:00Z,0
TX-0000553,233.75,1.0,233.75,Cafe Central,IDEMP-000553,2025-01-06T18:00:00Z,0
TX-0000554,354.88,1.25,443.6,Sao Mart,IDEMP-000554,2025-01-06T18:15:00Z,0
TX-0000555,99.34,1.25,124.18,Cafe Central,IDEMP-001365,2025-01-06T18:30:00Z,0
TX-0000556,162.16,1.0,405.4,Muller GmbH,IDEMP-000556,2025-01-06T18:45:00Z,1
TX-0000557,242.35,1.0,605.88,Muller GmbH,IDEMP-000557,2025-01-06T19:00:00Z,1
TX-0000558,320.88,1.0,320.88,Sao Mart,IDEMP-000558,2025-01-06T19:15:00Z,0
TX-0000559,347.27,1.1,382.0,Sao Mart,IDEMP-000559,2025-01-06T19:30:00Z,0
TX-0000560,49.96,1.0,49.96,Sao Mart,IDEMP-000560,2025-01-06T19:45:00Z,0
TX-0000561,64.88,1.25,81.1,Sao Mart,IDEMP-000561,2025-01-06T20:00:00Z,0
TX-0000562,464.3,0.9,417.87,Muller GmbH,IDEMP-000562,2025-01-06T20:15:00Z,0
TX-0000563,419.83,1.25,524.79,Muller GmbH,IDEMP-000563,2025-01-06T20:30:00Z,0
TX-0000564,69.16,1.1,76.08,Cafe Central,IDEMP-000564,2025-01-06T20:45:00Z,0
TX-0000565,150.49,1.1,248.31,Nino Store,IDEMP-000565,2025-01-06T21:00:00Z,1
TX-0000566,102.63,1.0,102.63,Cafe Central,IDEMP-000566,2025-01-06T21:15:00Z,0
TX-0000567,303.4,1.1,333.74,Nino Store,IDEMP-000567,2025-01-06T21:30:00Z,0
TX-0000568,147.84,1.1,162.62,Muller GmbH,IDEMP-000568,2025-01-06T21:45:00Z,0
TX-0000569,284.39,1.0,426.58,Cafe Central,IDEMP-000569,2025-01-06T22:00:00Z,1
TX-0000570,52.19,1.25,65.24,Cafe Central,IDEMP-000570,2025-01-06T22:15:00Z,0
TX-0000571,23.72,1.0,23.72,Muller GmbH,IDEMP-000571,2025-01-06T22:30:00Z,0
TX-0000572,114.23,1.1,125.65,Sao Mart,IDEMP-000572,2025-01-06T22:45:00Z,0
TX-0000573,246.68,1.1,271.35,Sao Mart,IDEMP-001981,2025-01-06T23:00:00Z,0
TX-0000574,336.04,1.0,336.04,Cafe Central,IDEMP-000574,2025-01-06T23:15:00Z,0
TX-0000575,393.98,1.1,433.38,Sao Mart,IDEMP-000575,2025-01-06T23:30:00Z,0
TX-0000576,176.45,1.1,194.1,Muller GmbH,IDEMP-000576,2025-01-06T23:45:00Z,0
TX-0000577,209.92,1.25,262.4,Nino Store,IDEMP-000577,2025-01-07T00:00:00Z,0
TX-0000578,310.39,0.9,279.35,MÃ¼ller GmbH,IDEMP-000578,2025-01-07T00:15:00Z,0
TX-0000579,474.34,1.0,474.34,Cafe Central,IDEMP-000835,2025-01-07T00:30:00Z,0
TX-0000580,12.34,1.25,30.84,Nino Store,IDEMP-000580,2025-01-07T00:45:00Z,1
TX-0000581,170.82,1.1,187.9,Sao Mart,IDEMP-000581,2025-01-07T01:00:00Z,0
TX-0000582,365.76,1.25,685.8,Nino Store,IDEMP-000582,2025-01-07T01:15:00Z,1
TX-0000583,455.66,0.9,410.09,Cafe Central,IDEMP-000583,2025-01-07T01:30:00Z,0
TX-0000584,440.28,1.1,968.62,Sao Mart,IDEMP-000584,2025-01-07T01:45:00Z,1
TX-0000585,192.04,1.1,211.24,Muller GmbH,IDEMP-000585,2025-01-07T02:00:00Z,0
TX-0000586,25.21,1.25,31.51,Sao Mart,IDEMP-000586,2025-01-07T02:15:00Z,0
TX-0000587,10.63,1.25,33.22,Nino Store,IDEMP-000587,2025-01-07T02:30:00Z,1
TX-0000588,86.31,1.1,94.94,Nino Store,IDEMP-000588,2025-01-07T02:45:00Z,0
TX-0000589,22.82,1.1,25.1,Cafe Central,IDEMP-000589,2025-01-07T03:00:00Z,0
TX-0000590,17.46,0.9,15.71,Sao Mart,IDEMP-000590,2025-01-07T03:15:00Z,0
TX-0000591,95.21,0.9,128.54,Cafe Central,IDEMP-000591,2025-01-07T03:30:00Z,1
TX-0000592,216.0,1.25,270.0,Cafe Central,IDEMP-000592,2025-01-07T03:45:00Z,0
TX-0000593,279.73,1.0,279.73,Sao Mart,IDEMP-000593,2025-01-07T04:00:00Z,0
TX-0000594,443.04,1.1,487.34,Nino Store,IDEMP-000594,2025-01-07T04:15:00Z,0
TX-0000595,242.26,1.0,242.26,Nino Store,IDEMP-000595,2025-01-07T04:30:00Z,0
TX-0000596,346.55,0.9,467.85,Cafe Central,IDEMP-000596,2025-01-07T04:45:00Z,1
TX-0000597,402.6,1.0,402.6,CafÃ© Central,IDEMP-000597,2025-01-07T05:00:00Z,0
TX-0000598,168.36,1.1,185.2,Muller GmbH,IDEMP-000598,2025-01-07T05:15:00Z,0
TX-0000599,363.51,1.0,363.51,Cafe Central,IDEMP-000599,2025-01-07T05:30:00Z,0
TX-0000600,349.18,1.25,436.48,Nino Store,IDEMP-000600,2025-01-07T05:45:00Z,0
TX-0000601,57.37,1.1,63.11,Nino Store,IDEMP-000601,2025-01-07T06:00:00Z,0
TX-0000602,406.79,1.1,447.47,Muller GmbH,IDEMP-000602,2025-01-07T06:15:00Z,0
TX-0000603,197.38,0.9,444.1,Nino Store,IDEMP-000603,2025-01-07T06:30:00Z,1
TX-0000604,117.13,1.25,146.41,Cafe Central,IDEMP-000580,2025-01-07T06:45:00Z,0
TX-0000605,86.72,1.25,108.4,Muller GmbH,IDEMP-000605,2025-01-07T07:00:00Z,0
TX-0000606,468.05,0.9,421.24,NiÃ±o Store,IDEMP-000606,2025-01-07T07:15:00Z,0
TX-0000607,147.91,1.25,184.89,Muller GmbH,IDEMP-000607,2025-01-07T07:30:00Z,0
TX-0000608,390.05,1.1,429.06,Cafe Central,IDEMP-000608,2025-01-07T07:45:00Z,0
TX-0000609,413.7,1.1,455.07,Muller GmbH,IDEMP-000609,2025-01-07T08:00:00Z,0
TX-0000610,468.19,0.9,421.37,Muller GmbH,IDEMP-000610,2025-01-07T08:15:00Z,0
TX-0000611,307.88,0.9,692.72,Nino Store,IDEMP-000611,2025-01-07T08:30:00Z,1
TX-0000612,98.48,1.1,108.33,Sao Mart,IDEMP-000612,2025-01-07T08:45:00Z,0
TX-0000613,58.63,1.25,73.29,Cafe Central,IDEMP-000613,2025-01-07T09:00:00Z,0
TX-0000614,44.75,0.9,40.28,Muller GmbH,IDEMP-001204,2025-01-07T09:15:00Z,0
TX-0000615,364.7,0.9,328.23,Nino Store,IDEMP-000615,2025-01-07T09:30:00Z,0
TX-0000616,401.56,1.0,602.34,Cafe Central,IDEMP-000616,2025-01-07T09:45:00Z,1
TX-0000617,395.93,1.1,435.52,MÃ¼ller GmbH,IDEMP-000617,2025-01-07T10:00:00Z,0
TX-0000618,71.68,1.25,89.6,Muller GmbH,IDEMP-000618,2025-01-07T10:15:00Z,0
TX-0000619,218.95,1.1,481.68,Nino Store,IDEMP-000619,2025-01-07T10:30:00Z,1
TX-0000620,26.56,1.0,26.56,Nino Store,IDEMP-000620,2025-01-07T10:45:00Z,0
TX-0000621,168.02,1.25,210.02,MÃ¼ller GmbH,IDEMP-000621,2025-01-07T11:00:00Z,0
TX-0000622,217.0,0.9,195.3,Nino Store,IDEMP-000622,2025-01-07T11:15:00Z,0
TX-0000623,176.56,1.1,194.22,Sao Mart,IDEMP-000623,2025-01-07T11:30:00Z,0
TX-0000624,433.9,1.0,433.9,Muller GmbH,IDEMP-000624,2025-01-07T11:45:00Z,0
TX-0000625,495.19,1.25,618.99,Sao Mart,IDEMP-000625,2025-01-07T12:00:00Z,0
TX-0000626,209.38,0.9,188.44,Nino Store,IDEMP-000626,2025-01-07T12:15:00Z,0
TX-0000627,180.16,1.1,198.18,Nino Store,IDEMP-000627,2025-01-07T12:30:00Z,0
TX-0000628,432.54,1.1,475.79,Cafe Central,IDEMP-000628,2025-01-07T12:45:00Z,0
TX-0000629,25.72,1.1,28.29,Sao Mart,IDEMP-000629,2025-01-07T13:00:00Z,0
TX-0000630,397.84,0.9,358.06,Nino Store,IDEMP-000630,2025-01-07T13:15:00Z,0
TX-0000631,54.14,1.25,67.68,Nino Store,IDEMP-001958,2025-01-07T13:30:00Z,0
TX-0000632,119.99,1.25,149.99,Muller GmbH,IDEMP-000632,2025-01-07T13:45:00Z,0
TX-0000633,437.86,1.1,481.65,CafÃ© Central,IDEMP-000633,2025-01-07T14:00:00Z,0
TX-0000634,97.23,1.0,97.23,Sao Mart,IDEMP-000634,2025-01-07T14:15:00Z,0
TX-0000635,225.79,1.1,248.37,Muller GmbH,IDEMP-000635,2025-01-07T14:30:00Z,0
TX-0000636,198.42,1.25,248.02,Sao Mart,IDEMP-000636,2025-01-07T14:45:00Z,0
TX-0000637,100.61,1.0,100.61,Muller GmbH,IDEMP-000637,2025-01-07T15:00:00Z,0
TX-0000638,225.0,0.9,202.5,Sao Mart,IDEMP-000638,2025-01-07T15:15:00Z,0
TX-0000639,323.25,0.9,290.92,Muller GmbH,IDEMP-000639,2025-01-07T15:30:00Z,0
TX-0000640,343.02,1.25,428.78,Nino Store,IDEMP-000640,2025-01-07T15:45:00Z,0
TX-0000641,13.17,0.9,11.85,Nino Store,IDEMP-000641,2025-01-07T16:00:00Z,0
TX-0000642,166.5,1.1,183.15,SÃ£o Mart,IDEMP-000642,2025-01-07T16:15:00Z,0
TX-0000643,373.8,1.0,373.8,Sao Mart,IDEMP-000643,2025-01-07T16:30:00Z,0
TX-0000644,156.97,1.1,172.67,Muller GmbH,IDEMP-000644,2025-01-07T16:45:00Z,0
TX-0000645,391.6,1.0,391.6,Nino Store,IDEMP-000645,2025-01-07T17:00:00Z,0
TX-0000646,174.74,0.9,157.27,NiÃ±o Store,IDEMP-000646,2025-01-07T17:15:00Z,0
TX-0000647,367.52,1.1,404.27,Muller GmbH,IDEMP-000647,2025-01-07T17:30:00Z,0
TX-0000648,108.92,1.0,108.92,Sao Mart,IDEMP-000648,2025-01-07T17:45:00Z,0
TX-0000649,483.47,1.0,483.47,Sao Mart,IDEMP-000649,2025-01-07T18:00:00Z,0
TX-0000650,256.58,1.25,320.72,Sao Mart,IDEMP-000650,2025-01-07T18:15:00Z,0
TX-0000651,445.12,1.0,445.12,Muller GmbH,IDEMP-000651,2025-01-07T18:30:00Z,0
TX-0000652,87.6,1.1,96.36,Nino Store,IDEMP-000652,2025-01-07T18:45:00Z,0
TX-0000653,383.31,1.0,383.31,Cafe Central,IDEMP-000653,2025-01-07T19:00:00Z,0
TX-0000654,208.18,1.25,390.34,Cafe Central,IDEMP-000654,2025-01-07T19:15:00Z,1
TX-0000655,193.21,0.9,173.89,Nino Store,IDEMP-000655,2025-01-07T19:30:00Z,0
TX-0000656,371.2,1.1,612.48,Cafe Central,IDEMP-000656,2025-01-07T19:45:00Z,1
TX-0000657,277.55,0.9,249.8,Sao Mart,IDEMP-000657,2025-01-07T20:00:00Z,0
TX-0000658,466.03,0.9,838.86,Sao Mart,IDEMP-000658,2025-01-07T20:15:00Z,1
TX-0000659,48.16,1.0,48.16,Muller GmbH,IDEMP-000659,2025-01-07T20:30:00Z,0
TX-0000660,15.52,1.1,17.07,Cafe Central,IDEMP-000660,2025-01-07T20:45:00Z,0
TX-0000661,99.87,1.25,124.84,Nino Store,IDEMP-000661,2025-01-07T21:00:00Z,0
TX-0000662,360.18,0.9,324.16,Muller GmbH,IDEMP-000662,2025-01-07T21:15:00Z,0
TX-0000663,231.26,0.9,208.13,Sao Mart,IDEMP-000357,2025-01-07T21:30:00Z,0
TX-0000664,361.15,1.25,451.44,Nino Store,IDEMP-000664,2025-01-07T21:45:00Z,0
TX-0000665,477.53,1.25,596.91,Cafe Central,IDEMP-000665,2025-01-07T22:00:00Z,0
TX-0000666,252.01,1.25,315.01,Muller GmbH,IDEMP-000666,2025-01-07T22:15:00Z,0
TX-0000667,357.37,1.25,670.06,Sao Mart,IDEMP-000667,2025-01-07T22:30:00Z,1
TX-0000668,70.54,0.9,63.49,Cafe Central,IDEMP-000668,2025-01-07T22:45:00Z,0
TX-0000669,406.39,0.9,365.75,Muller GmbH,IDEMP-000669,2025-01-07T23:00:00Z,0
TX-0000670,109.41,1.1,120.35,Cafe Central,IDEMP-000670,2025-01-07T23:15:00Z,0
TX-0000671,478.54,0.9,430.69,Nino Store,IDEMP-000671,2025-01-07T23:30:00Z,0
TX-0000672,449.89,1.25,562.36,Sao Mart,IDEMP-000672,2025-01-07T23:45:00Z,0
TX-0000673,385.1,1.25,481.38,Nino Store,IDEMP-000673,2025-01-08T00:00:00Z,0
TX-0000674,125.66,1.25,314.14,Cafe Central,IDEMP-000674,2025-01-08T00:15:00Z,1
TX-0000675,446.39,1.1,491.03,MÃ¼ller GmbH,IDEMP-000675,2025-01-08T00:30:00Z,0
TX-0000676,350.89,1.25,1096.53,Cafe Central,IDEMP-000676,2025-01-08T00:45:00Z,1
TX-0000677,310.1,1.25,387.62,Nino Store,IDEMP-000677,2025-01-08T01:00:00Z,0
TX-0000678,68.61,1.1,75.47,Cafe Central,IDEMP-000678,2025-01-08T01:15:00Z,0
TX-0000679,379.47,1.0,379.47,Sao Mart,IDEMP-000679,2025-01-08T01:30:00Z,0
TX-0000680,423.97,1.0,635.96,Sao Mart,IDEMP-000680,2025-01-08T01:45:00Z,1
TX-0000681,298.27,1.1,328.1,Nino Store,IDEMP-000681,2025-01-08T02:00:00Z,0
TX-0000682,127.75,1.1,281.04,Sao Mart,IDEMP-000682,2025-01-08T02:15:00Z,1
TX-0000683,66.36,1.1,73.0,Sao Mart,IDEMP-000683,2025-01-08T02:30:00Z,0
TX-0000684,367.04,1.0,367.04,Muller GmbH,IDEMP-000684,2025-01-08T02:45:00Z,0
TX-0000685,55.67,1.0,55.67,Muller GmbH,IDEMP-000685,2025-01-08T03:00:00Z,0
TX-0000686,355.23,0.9,319.71,Cafe Central,IDEMP-000686,2025-01-08T03:15:00Z,0
TX-0000687,340.42,1.25,425.52,Cafe Central,IDEMP-000687,2025-01-08T03:30:00Z,0
TX-0000688,11.63,1.0,11.63,Cafe Central,IDEMP-000688,2025-01-08T03:45:00Z,0
TX-0000689,257.91,1.1,425.55,Muller GmbH,IDEMP-000689,2025-01-08T04:00:00Z,1
TX-0000690,268.89,1.0,268.89,Nino Store,IDEMP-000690,2025-01-08T04:15:00Z,0
TX-0000691,252.6,1.25,315.75,Sao Mart,IDEMP-000691,2025-01-08T04:30:00Z,0
TX-0000692,108.88,0.9,97.99,Cafe Central,IDEMP-000692,2025-01-08T04:45:00Z,0
TX-0000693,74.05,1.0,74.05,NiÃ±o Store,IDEMP-000693,2025-01-08T05:00:00Z,0
TX-0000694,326.84,0.9,294.16,Cafe Central,IDEMP-000694,2025-01-08T05:15:00Z,0
TX-0000695,353.3,0.9,317.97,Cafe Central,IDEMP-000695,2025-01-08T05:30:00Z,0
TX-0000696,216.28,1.0,432.56,Nino Store,IDEMP-000696,2025-01-08T05:45:00Z,1
TX-0000697,28.12,1.0,28.12,Nino Store,IDEMP-000697,2025-01-08T06:00:00Z,0
TX-0000698,430.95,0.9,581.79,SÃ£o Mart,IDEMP-000698,2025-01-08T06:15:00Z,1
TX-0000699,109.7,1.0,109.7,Nino Store,IDEMP-000699,2025-01-08T06:30:00Z,0
TX-0000700,105.12,1.25,131.4,Sao Mart,IDEMP-000700,2025-01-08T06:45:00Z,0
TX-0000701,245.06,1.1,269.57,Muller GmbH,IDEMP-000701,2025-01-08T07:00:00Z,0
TX-0000702,471.17,1.25,588.96,Cafe Central,IDEMP-000702,2025-01-08T07:15:00Z,0
TX-0000703,140.06,1.0,140.06,Muller GmbH,IDEMP-000703,2025-01-08T07:30:00Z,0
TX-0000704,165.29,1.25,309.92,Muller GmbH,IDEMP-000704,2025-01-08T07:45:00Z,1
TX-0000705,231.13,0.9,208.02,Sao Mart,IDEMP-000705,2025-01-08T08:00:00Z,0
TX-0000706,344.59,1.25,430.74,Sao Mart,IDEMP-000706,2025-01-08T08:15:00Z,0
TX-0000707,431.12,1.1,474.23,Nino Store,IDEMP-000707,2025-01-08T08:30:00Z,0
TX-0000708,61.29,1.0,61.29,Muller GmbH,IDEMP-000708,2025-01-08T08:45:00Z,0
TX-0000709,355.44,1.25,444.3,Muller GmbH,IDEMP-000688,2025-01-08T09:00:00Z,0
TX-0000710,485.08,1.1,800.38,Nino Store,IDEMP-000710,2025-01-08T09:15:00Z,1
TX-0000711,369.84,1.0,369.84,Cafe Central,IDEMP-000711,2025-01-08T09:30:00Z,0
TX-0000712,161.66,0.9,145.49,Sao Mart,IDEMP-000712,2025-01-08T09:45:00Z,0
TX-0000713,71.62,1.25,89.52,Muller GmbH,IDEMP-000713,2025-01-08T10:00:00Z,0
TX-0000714,85.48,1.0,85.48,Muller GmbH,IDEMP-000714,2025-01-08T10:15:00Z,0
TX-0000715,111.77,0.9,201.18,Muller GmbH,IDEMP-000715,2025-01-08T10:30:00Z,1
TX-0000716,172.55,1.0,172.55,Cafe Central,IDEMP-000716,2025-01-08T10:45:00Z,0
TX-0000717,463.77,1.0,463.77,Sao Mart,IDEMP-000717,2025-01-08T11:00:00Z,0
TX-0000718,27.26,0.9,24.53,Muller GmbH,IDEMP-000718,2025-01-08T11:15:00Z,0
TX-0000719,377.63,1.0,377.63,Cafe Central,IDEMP-000719,2025-01-08T11:30:00Z,0
TX-0000720,110.14,1.1,121.15,Sao Mart,IDEMP-000720,2025-01-08T11:45:00Z,0
TX-0000721,161.33,1.1,177.46,Muller GmbH,IDEMP-000721,2025-01-08T12:00:00Z,0
TX-0000722,174.57,1.25,218.21,Sao Mart,IDEMP-000722,2025-01-08T12:15:00Z,0
TX-0000723,66.74,1.25,83.42,Sao Mart,IDEMP-000723,2025-01-08T12:30:00Z,0
TX-0000724,276.65,0.9,248.98,Nino Store,IDEMP-000724,2025-01-08T12:45:00Z,0
TX-0000725,460.47,0.9,414.42,Nino Store,IDEMP-000725,2025-01-08T13:00:00Z,0
TX-0000726,459.58,1.0,459.58,SÃ£o Mart,IDEMP-000726,2025-01-08T13:15:00Z,0
TX-0000727,296.54,1.25,741.36,Sao Mart,IDEMP-000727,2025-01-08T13:30:00Z,1
TX-0000728,363.77,1.1,400.15,Sao Mart,IDEMP-000728,2025-01-08T13:45:00Z,0
TX-0000729,305.56,1.1,672.24,Muller GmbH,IDEMP-000729,2025-01-08T14:00:00Z,1
TX-0000730,179.45,0.9,161.5,Sao Mart,IDEMP-000730,2025-01-08T14:15:00Z,0
TX-0000731,118.26,0.9,106.43,Cafe Central,IDEMP-000731,2025-01-08T14:30:00Z,0
TX-0000732,476.57,1.25,595.71,Cafe Central,IDEMP-000732,2025-01-08T14:45:00Z,0
TX-0000733,45.25,1.0,90.5,Cafe Central,IDEMP-000733,2025-01-08T15:00:00Z,1
TX-0000734,183.83,0.9,165.45,Nino Store,IDEMP-000734,2025-01-08T15:15:00Z,0
TX-0000735,27.73,1.25,34.66,Nino Store,IDEMP-000735,2025-01-08T15:30:00Z,0
TX-0000736,171.54,1.25,214.42,Nino Store,IDEMP-000736,2025-01-08T15:45:00Z,0
TX-0000737,300.8,1.1,330.88,Cafe Central,IDEMP-000737,2025-01-08T16:00:00Z,0
TX-0000738,17.05,1.25,21.31,Cafe Central,IDEMP-000738,2025-01-08T16:15:00Z,0
TX-0000739,24.15,1.1,26.56,Nino Store,IDEMP-000739,2025-01-08T16:30:00Z,0
TX-0000740,100.65,1.0,100.65,Sao Mart,IDEMP-000740,2025-01-08T16:45:00Z,0
TX-0000741,493.8,1.1,543.18,Muller GmbH,IDEMP-000001,2025-01-08T17:00:00Z,0
TX-0000742,57.61,1.25,72.01,Muller GmbH,IDEMP-000742,2025-01-08T17:15:00Z,0
TX-0000743,86.36,1.0,86.36,Muller GmbH,IDEMP-000743,2025-01-08T17:30:00Z,0
TX-0000744,461.87,1.25,577.34,Sao Mart,IDEMP-000744,2025-01-08T17:45:00Z,0
TX-0000745,436.35,1.1,479.99,Sao Mart,IDEMP-000745,2025-01-08T18:00:00Z,0
TX-0000746,264.07,1.1,435.72,Nino Store,IDEMP-000746,2025-01-08T18:15:00Z,1
TX-0000747,178.72,1.1,196.59,Cafe Central,IDEMP-001778,2025-01-08T18:30:00Z,0
TX-0000748,202.89,1.0,202.89,Cafe Central,IDEMP-000734,2025-01-08T18:45:00Z,0
TX-0000749,51.03,1.1,56.13,Sao Mart,IDEMP-000749,2025-01-08T19:00:00Z,0
TX-0000750,229.16,0.9,412.48,Cafe Central,IDEMP-000750,2025-01-08T19:15:00Z,1
TX-0000751,142.81,1.1,157.09,Muller GmbH,IDEMP-000751,2025-01-08T19:30:00Z,0
TX-0000752,48.56,1.0,48.56,Sao Mart,IDEMP-000752,2025-01-08T19:45:00Z,0
TX-0000753,78.4,1.25,98.0,Muller GmbH,IDEMP-000753,2025-01-08T20:00:00Z,0
TX-0000754,401.79,1.0,401.79,Muller GmbH,IDEMP-000754,2025-01-08T20:15:00Z,0
TX-0000755,437.29,1.0,437.29,Sao Mart,IDEMP-000755,2025-01-08T20:30:00Z,0
TX-0000756,189.07,1.1,207.98,Cafe Central,IDEMP-000756,2025-01-08T20:45:00Z,0
TX-0000757,386.03,1.0,386.03,Nino Store,IDEMP-000757,2025-01-08T21:00:00Z,0
TX-0000758,438.03,0.9,591.34,Muller GmbH,IDEMP-000758,2025-01-08T21:15:00Z,1
TX-0000759,420.94,0.9,378.85,Cafe Central,IDEMP-000759,2025-01-08T21:30:00Z,0
TX-0000760,41.82,1.0,41.82,Nino Store,IDEMP-000760,2025-01-08T21:45:00Z,0
TX-0000761,144.46,0.9,195.02,Muller GmbH,IDEMP-000761,2025-01-08T22:00:00Z,1
TX-0000762,357.32,1.0,714.64,Muller GmbH,IDEMP-000762,2025-01-08T22:15:00Z,1
TX-0000763,177.91,1.0,177.91,Sao Mart,IDEMP-000763,2025-01-08T22:30:00Z,0
TX-0000764,284.5,1.25,355.62,Muller GmbH,IDEMP-000764,2025-01-08T22:45:00Z,0
TX-0000765,454.61,1.1,500.07,Muller GmbH,IDEMP-000765,2025-01-08T23:00:00Z,0
TX-0000766,11.81,1.25,29.52,Muller GmbH,IDEMP-000766,2025-01-08T23:15:00Z,1
TX-0000767,478.09,1.1,525.9,Sao Mart,IDEMP-000767,2025-01-08T23:30:00Z,0
TX-0000768,265.9,1.0,265.9,Sao Mart,IDEMP-000768,2025-01-08T23:45:00Z,0
TX-0000769,480.1,0.9,432.09,Muller GmbH,IDEMP-000769,2025-01-09T00:00:00Z,0
TX-0000770,283.41,1.1,623.5,Sao Mart,IDEMP-000770,2025-01-09T00:15:00Z,1
TX-0000771,280.37,1.0,280.37,Cafe Central,IDEMP-000771,2025-01-09T00:30:00Z,0
TX-0000772,380.66,1.0,951.65,Nino Store,IDEMP-000772,2025-01-09T00:45:00Z,1
TX-0000773,365.33,1.1,401.86,Cafe Central,IDEMP-000773,2025-01-09T01:00:00Z,0
TX-0000774,111.49,1.1,122.64,Cafe Central,IDEMP-000774,2025-01-09T01:15:00Z,0
TX-0000775,397.66,1.25,497.08,Cafe Central,IDEMP-000775,2025-01-09T01:30:00Z,0
TX-0000776,174.58,1.1,384.08,Muller GmbH,IDEMP-000776,2025-01-09T01:45:00Z,1
TX-0000777,375.85,1.1,413.44,Sao Mart,IDEMP-000777,2025-01-09T02:00:00Z,0
TX-0000778,100.79,1.25,125.99,Cafe Central,IDEMP-000778,2025-01-09T02:15:00Z,0
TX-0000779,357.07,1.0,357.07,Sao Mart,IDEMP-000779,2025-01-09T02:30:00Z,0
TX-0000780,258.67,0.9,232.8,Nino Store,IDEMP-000780,2025-01-09T02:45:00Z,0
TX-0000781,99.89,0.9,89.9,Sao Mart,IDEMP-000781,2025-01-09T03:00:00Z,0
TX-0000782,281.84,1.25,352.3,Muller GmbH,IDEMP-000782,2025-01-09T03:15:00Z,0
TX-0000783,60.08,1.1,132.18,Sao Mart,IDEMP-000783,2025-01-09T03:30:00Z,1
TX-0000784,200.18,1.0,200.18,Sao Mart,IDEMP-001632,2025-01-09T03:45:00Z,0
TX-0000785,333.61,0.9,750.62,Muller GmbH,IDEMP-000785,2025-01-09T04:00:00Z,1
TX-0000786,129.41,1.25,161.76,Nino Store,IDEMP-000714,2025-01-09T04:15:00Z,0
TX-0000787,449.01,0.9,404.11,Sao Mart,IDEMP-000787,2025-01-09T04:30:00Z,0
TX-0000788,370.82,0.9,667.48,Muller GmbH,IDEMP-000788,2025-01-09T04:45:00Z,1
TX-0000789,40.8,1.0,40.8,Nino Store,IDEMP-000789,2025-01-09T05:00:00Z,0
TX-0000790,249.9,1.0,249.9,Cafe Central,IDEMP-001416,2025-01-09T05:15:00Z,0
TX-0000791,392.05,1.0,392.05,CafÃ© Central,IDEMP-000791,2025-01-09T05:30:00Z,0
TX-0000792,56.03,1.0,56.03,SÃ£o Mart,IDEMP-000792,2025-01-09T05:45:00Z,0
TX-0000793,117.66,0.9,105.89,Cafe Central,IDEMP-000793,2025-01-09T06:00:00Z,0
TX-0000794,166.94,1.0,250.41,Sao Mart,IDEMP-000794,2025-01-09T06:15:00Z,1
TX-0000795,186.73,0.9,168.06,Sao Mart,IDEMP-000795,2025-01-09T06:30:00Z,0
TX-0000796,18.45,1.1,20.3,Sao Mart,IDEMP-000796,2025-01-09T06:45:00Z,0
TX-0000797,203.99,1.0,509.98,Nino Store,IDEMP-000797,2025-01-09T07:00:00Z,1
TX-0000798,259.53,1.1,428.22,Cafe Central,IDEMP-000798,2025-01-09T07:15:00Z,1
TX-0000799,169.95,1.1,186.94,Cafe Central,IDEMP-001851,2025-01-09T07:30:00Z,0
